domain,decision,tier,reason,follow,anchor_text,example_backlink,authority,traffic,is_spam,ip,review_note
bing.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,ngwindows.com,https://4.bing.com/images/search?FORM=IRBPRS&q=Best%2BWindow%2BDesign,96,0,,150.171.28.10,confirmed
bloomberry.com,KEEP,Keep,Legitimate / high-authority — keep,nofollow,NG Windows,https://bloomberry.com/data/jamf-pro/,34,0,,162.159.135.42,confirmed
brightside.me,KEEP,Keep,Legitimate / high-authority — keep,nofollow,curtains,https://brightside.me/articles/8-tips-on-how-to-combat-summer-heat-waves-808344/,49,0,,148.113.199.79,confirmed
castbox.fm,KEEP,Keep,Legitimate / high-authority — keep,nofollow,,https://castbox.fm/channel/Window-Wisdom-Podcast-id2570605,46,0,,172.66.159.47,confirmed
chamberofcommerce.com,KEEP,Keep,Legitimate / high-authority — keep,nofollow,Website,https://www.chamberofcommerce.com/business-directory/georgia/alpharetta/window-installation-service/9463564-ng-windows,38,0,,104.20.45.205,confirmed
constantcontact.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,Schedule A Free Consultation,https://myemail-api.constantcontact.com/18--off-is-yours----.html?aid=ixz6G5-VGzk&soid=1135076977129,47,0,,104.16.234.42,confirmed
constantcontactpages.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,https://www.ngwindows.com/,https://lp.constantcontactpages.com/su/mc50I7z/ngrwnewsletters,40,0,,172.64.155.130,confirmed
conves.io,KEEP,Keep,Legitimate / high-authority — keep,dofollow,ngwindows.com,https://328a9929-67a7-475b-ba75-788125a0ba4d.cc05.conves.io/my-alpharettas-best-of-2023-winners/,34,0,,216.194.174.25,confirmed
coroflot.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,North Georgia Replacement Windows,https://www.coroflot.com/dustydupree/profile,40,0,,172.67.70.137,confirmed
dexknows.com,KEEP,Keep,Legitimate / high-authority — keep,nofollow,Icon - external link Visit Website,https://www.dexknows.com/alpharetta-ga/windows-repair-replacement-installation,35,0,,172.64.146.75,confirmed
diamondcertified.org,KEEP,Keep,Legitimate / high-authority — keep,dofollow,WEBSITE,https://www.diamondcertified.org/doors/ga/fulton-county/,37,0,,3.170.19.42,confirmed
disgustingmen.com,KEEP,Keep,Legitimate / high-authority — keep,nofollow,Window Replacement Company,https://disgustingmen.com/blog/10-disgusting-kickstarter-projects/,39,0,,172.67.132.171,confirmed
dwmmag.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,www.ngwindows.com,https://www.dwmmag.com/Door_and_Window_Maker/Backissues/2016/feb/topdealers.php,27,0,,35.212.121.11,confirmed
energyswingwindows.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,ngwindows.com.,https://energyswingwindows.com/blog/double-vs-triple-pane-windows,26,0,,199.60.103.13,confirmed
enigma.com,KEEP,Keep,Legitimate / high-authority — keep,nofollow,https://www.ngwindows.com,https://www.enigma.com/directory/ga/all-cities/window-installation-service/,35,0,,18.67.76.114,confirmed
enthrallinggumption.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,"window replacement in Johns Creek, GA",https://enthrallinggumption.com/johns-creek-homeowners-guide-window-replacement-know-before-you-buy/,35,0,,104.21.84.206,confirmed
expertise.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,Visit Website,https://www.expertise.com/home-improvement/window-replacement-and-installation/georgia/roswell,44,0,,64.239.123.193,confirmed
fixr.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,(ngwindows.com),https://www.fixr.com/articles/window-installation-cost-a-detailed-breakdown,44,0,,151.101.2.132,confirmed
glarity.app,KEEP,Keep,Legitimate / high-authority — keep,nofollow,"Replacement Windows & Doors Suwanee, GA favicon ngwindows.com 1",https://askai.glarity.app/search/What-are-some-options-for-replacement-windows-and-doors-in-Suwanee--GA,37,0,,104.21.32.145,confirmed
glass.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,www.ngwindows.com,https://industry.glass.com/Door_and_Window_Maker/Backissues/2016/feb/topdealers.php,31,0,,35.212.99.39,confirmed
glassonweb.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,North Georgia Replacement Windows,https://www.glassonweb.com/news/window-door-dealer-day-2019-dealer-day-recap,31,0,,151.101.193.127,confirmed
growjo.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,,https://growjo.com/company/Apex_HCM,41,0,,172.67.74.237,confirmed
growthzoneapp.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,www.ngwindows.com,https://williamsonin1.growthzoneapp.com/memberdirectory/Details/ng-windows-4969931,41,0,,172.170.249.2,confirmed
hometownstation.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,Atlanta replacement window company,https://www.hometownstation.com/featured-stories/8-signs-your-homes-windows-are-overdue-for-replacement-605700,39,0,,3.95.71.144,confirmed
housedigest.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,North Georgia Replacement Windows,https://www.housedigest.com/1217580/how-often-you-should-really-be-cleaning-your-window-screens/,45,0,,3.171.61.84,confirmed
infinitywindows.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,NG Windows,https://www.infinitywindows.com/blog/energy-efficient-windows-in-north-georgia,38,0,,76.76.21.21,confirmed
inkl.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,"Rotting wood feels soft, spongy, or crumbly",https://www.inkl.com/news/the-drafty-window-sign-that-means-you-have-hidden-rot,42,0,,5.161.36.213,confirmed
lovehappensmag.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,North Georgia Replacement Windows,https://www.lovehappensmag.com/blog/2026/01/01/3-best-companies-that-replace-bay-windows-in-georgia-for-a-home-refresh/,38,0,,94.46.183.193,confirmed
moneytalksnews.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,NG Windows,https://www.moneytalksnews.com/slideshows/tips-to-boost-your-air-conditioner-this-summer/,45,0,,172.66.167.30,confirmed
neverbounce.com,KEEP,Keep,Legitimate / high-authority — keep,nofollow,www.ngwindows.com,https://www.neverbounce.com/company/north-georgia-replacement-windows/356622296,44,0,,172.64.147.68,confirmed
nextdoor.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,www.ngwindows.com/specials,https://nextdoor.com/pages/north-georgia-replacement-windows-inc-roswell-ga/,73,0,,3.162.125.7,confirmed
owler.com,KEEP,Keep,Legitimate / high-authority — keep,nofollow,http://ngwindows.com/,https://www.owler.com/company/ngwindows,45,0,,23.212.249.208,confirmed
parse.gl,KEEP,Keep,Legitimate / high-authority — keep,nofollow,https://www.ngwindows.com/blog/french-doors-for-every-home-style-traditional-modern-farmhouse-and-more,https://parse.gl/prompts/p/which-exterior-french-doors-suit-my-home--beea2f03-99e1-4078-9e3e-4a1f7560fadd,33,0,,104.26.10.159,confirmed
pinterest.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,,,100,0,,23.209.57.9,confirmed
pinuphouses.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,fiberglass window replacement,https://www.pinuphouses.com/fiberglass-vs-vinyl-windows-why-the-material-you-choose-changes-everything/,34,0,,104.21.7.247,confirmed
porch.com,KEEP,Keep,Legitimate / high-authority — keep,nofollow,http://www.ngwindows.com,https://pro.porch.com/roswell-ga/window-contractors/north-georgia-replacement-windows-2/pp,36,0,,34.149.95.51,confirmed
processregister.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,www.ngwindows.com,https://www.processregister.com/find/Find.asp?SearchKe=AllKey&SearchLo=ALL&SearchPa=1092&SearchSu=plastic&SearchTy=Product&cid=-1,23,0,,184.154.88.2,confirmed
qualifiedremodeler.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,www.ngwindows.com,https://www.qualifiedremodeler.com/infinity-from-marvin-by-north-georgia-replacement-windows/,36,0,,35.212.5.182,confirmed
re-thinkingthefuture.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,your windows will last for a long time,,49,0,,172.67.74.9,confirmed
roswell365.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,North Georgia Replacement Windows,https://roswell365.com/event/deck-the-square-2023/,32,0,,35.215.87.68,confirmed
seamless.ai,KEEP,Keep,Legitimate / high-authority — keep,,,,46,0,,108.138.64.121,confirmed
sitelike.org,KEEP,Keep,Legitimate / high-authority — keep,nofollow,ngwindows.com,https://www.sitelike.org/similar/ngw.ch/,45,0,,172.67.69.134,confirmed
siteprice.org,KEEP,Keep,Legitimate / high-authority — keep,nofollow,,https://www.siteprice.org/competitors/discountdoorsandmore.com,41,0,,104.21.46.92,confirmed
sometimes-homemade.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,NG Windows,https://sometimes-homemade.com/how-to-choose-the-right-window-style-for-every-room-in-your-home/,47,0,,104.21.92.175,confirmed
superpages.com,KEEP,Keep,Legitimate / high-authority — keep,nofollow,Visit Website,https://www.superpages.com/alpharetta-ga/windows-repair-replacement-installation,47,0,,172.64.154.144,confirmed
thefuntimesguide.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,shutters,https://homebuilding.thefuntimesguide.com/house-siding-options/,35,0,,172.67.220.187,confirmed
tntcode.com,KEEP,Keep,Legitimate / high-authority — keep,nofollow,,https://domains.tntcode.com/ip/104.31.82.225,26,0,,104.26.0.125,confirmed
vsbattles.com,KEEP,Keep,Legitimate / high-authority — keep,nofollow,this,https://vsbattles.com/threads/calculation-requests-ii.104583/page-14,33,0,,104.26.5.95,confirmed
weblancer.net,KEEP,Keep,Legitimate / high-authority — keep,nofollow,https://www.ngwindows.com/,https://www.weblancer.net/freelance/dizain-saitov-9/dizain-saita-logo-1237122/,34,0,,104.26.2.9,confirmed
williamsonchamber.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,www.ngwindows.com,https://members.williamsonchamber.com/memberdirectory/Details/ng-windows-4969931,31,0,,172.170.249.2,confirmed
windowanddoor.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,North Georgia Replacement Windows Inc.,https://www.windowanddoor.com/article/and-winners-are,29,0,,2.22.245.83,confirmed
wiza.co,KEEP,Keep,Legitimate / high-authority — keep,dofollow,Go to website,https://wiza.co/d/north-georgia-replacement-windows/fc2a,40,0,,172.66.43.61,confirmed
yahoo.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,www.ngwindows.com › blog › what-to-watch-out-for Watch for Rotting Window Sill Signs | NG Windows,https://it.search.yahoo.com/yp/search?ei=UTF-8&p=Bob%2BJohnson%2B%28musician%29,100,0,,66.218.84.137,confirmed
yellowpages.com,KEEP,Keep,Legitimate / high-authority — keep,nofollow,Website,,67,0,,172.64.155.252,confirmed
zoominfo.com,KEEP,Keep,Legitimate / high-authority — keep,nofollow,www.ngwindows.com,https://www.zoominfo.com/c/north-georgia-replacement-windows/356622296,73,0,,104.16.117.43,confirmed
