domain,decision,priority,confidence,category,why,anchor_type,example_anchor,backlink_url,follow,bl_count,dofollow_n,nofollow_n,link_checked,dr,ascore,authority,traffic,positions,is_spam,links,ip,country,tier_reason,evidence,qa_note
masihnyata.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngawindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://masihnyata.com/all/2065/33.html,dofollow,5,5,0,yes,0.0,2,2,0,0,,5,172.67.149.19,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
matureamateur.me,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,branded/URL,Window Replacement In Atlanta North Georgia Replacement Windows Iron Doors Improve Efficiency Of Your Atlanta Home,http://matureamateur.me/iron-entry-doors-atlanta,dofollow,,,,yes,0.0,0,0,0,0,,2,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
maverickmansions.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,https://www.ngwindows.com/blog/comparing-double-vs.triple-pane-windows-for-noise-reduction,https://maverickmansions.com/sc-049-the-inbound-estate-infrastructure-driven-real-estate-arbitrage-and-the-science-of-airport-adjacent-land-acquisition/,dofollow,1,1,0,yes,0.0,2,2,0,0,,1,195.200.9.21,gb,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
mbsk.info,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,printable psychrometric chart uk images,http://mbsk.info/img/printable-psychrometric-chart-uk.html,dofollow,,,,yes,0.0,0,0,0,0,,1,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
middagsaasen.no,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,commercial/keyword,Window Replacement Company Atlanta,http://www.middagsaasen.no/12-2/,nofollow,,,,yes,0.0,0,0,0,0,,1,,,money/spam anchor,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
missburrg.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngawindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,http://missburrg.com/all/946/22.html,dofollow,3,3,0,yes,0.0,2,2,0,0,,3,172.67.142.89,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
missfrugalmommy.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,www.ngwindows.com,https://missfrugalmommy.com/how-to-secure-your-family-home/,dofollow,1,1,0,yes,0.0,6,6,0,0,,1,160.153.44.71,us,dofollow,one strong toxic signal | no organic traffic/kw (auth=6),
mizarstvo-matko.si,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,commercial/keyword,Window Replacement Atlanta,http://www.mizarstvo-matko.si/test-post-2/,nofollow,,,,yes,0.0,0,0,0,0,,1,,,money/spam anchor,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
mobilewalla3dwallpapers.cf,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,Get free high quality HD wallpapers psychrometric chart high quality,http://mobilewalla3dwallpapers.cf/files/images/psychrometric-chart-high-quality.html,dofollow,,,,yes,0.0,0,0,0,0,,1,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
mplcom.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,branded/URL,Window Replacement in Atlanta | North Georgia Replacement Windows Window Replacement In Atlanta North Georgia Replacement Windows,http://mplcom.com/pegi/exterior-window-shutters.html,dofollow,,,,yes,0.0,0,0,0,0,,1,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
mt-foto.dk,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,commercial/keyword,Window Replacement Atlanta,http://www.mt-foto.dk/julekort/b25w9870/,nofollow,,,,yes,0.0,0,0,0,0,,1,,,money/spam anchor,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
mtnviewband.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,branded/URL,www.ngwindows.com,http://www.mtnviewband.com/index.php?page=sponsors,dofollow,,,,yes,0.0,0,0,0,0,,9,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
myfrontporch.news,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,Book,https://myfrontporch.news/neighborhood/326/managementco/0451/vendors/window-door-replacement/,dofollow,2,2,0,yes,0.0,2,2,0,0,,2,100.29.208.54,us,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
mylike.us,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,.,http://www.mylike.us/the-bow-window.html,dofollow,,,,yes,0.0,0,0,0,0,,3,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
mymarketpost.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service northpointwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online,https://mymarketpost.com/all/2093/8.html,dofollow,5,5,0,yes,0.0,2,2,0,0,,5,172.67.159.15,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
naturallyhealthyparenting.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,NG Windows,https://naturallyhealthyparenting.com/things-to-remember-when-viewing-a-property-for-the-first-time/,dofollow,1,1,0,yes,0.0,2,2,0,0,,1,164.132.95.179,fr,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
newsblogsports.site,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,Best Pinterest Tool SiteToSocial.com to Grow Your Website Traffic Fully Automated,https://newsblogsports.site/all/358/10,dofollow,1,1,0,yes,0.0,2,2,0,0,,1,104.21.51.36,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
nextfounder.it,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,Finestre sostitutive della Georgia del Nord,https://nextfounder.it/3-migliori-aziende-che-sostituiscono-i-bovindi-in-georgia-per-un-rinnovamento-domestico/,dofollow,,,,yes,0.0,0,0,0,0,,1,89.116.109.103,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
nhadatthanhvinh.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,branded/URL,NGRW Louvered Center Rail Shutter Exterior window shutters Window Replacement in Atlanta North Georgia Replacement Windows. Exterior Shutters Atlanta Georgia. Home Design Ideas,http://nhadatthanhvinh.com/exterior-shutters-atlanta-georgia.html,dofollow,,,,yes,0.0,0,0,0,0,,1,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
nivira.shop,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service northpointwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online,https://nivira.shop/all/1001/30.html,dofollow,6,6,0,yes,0.0,2,2,0,0,,6,104.21.73.168,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
nutshellcanada.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,commercial/keyword,"Entry Door Replacement Glass picture on custom double doors for the atlanta market with Entry Door Replacement Glass, Glass Door ab96c631d50e81c5f961bcbf25e49475",http://nutshellcanada.com/Glass-Door/entry-door-replacement-glass/ab96c631d50e81c5f961bcbf25e49475,dofollow,,,,yes,0.0,0,0,0,0,,1,,,"dofollow, money/spam anchor","one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
obekcom.press,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,Galerry printable psychrometric chart metric,http://obekcom.press/upload/printable-psychrometric-chart-metric.html,dofollow,,,,yes,0.0,0,0,0,0,,3,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
okna-togliatty.ru,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,commercial/keyword,energy audit for home performance,http://okna-togliatty.ru/montazh-plastikovykh-okon/30-okna-dlya-vas,dofollow,,,,yes,0.0,0,0,0,0,,2,,,"dofollow, money/spam anchor","one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
onlineshoppingidea.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngawindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,http://onlineshoppingidea.com/all/946/22.html,dofollow,4,4,0,yes,0.0,2,2,0,0,,4,104.21.20.72,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
onvaxs.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngawindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://onvaxs.com/all/2065/33.html,dofollow,4,4,0,yes,0.0,2,2,0,0,,4,104.21.24.3,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
osobiste.info,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,commercial/keyword,Window Replacement Atlanta,http://konto.osobiste.info/ing-bank-slaski-na-podium-w-rankingu-przyjazny-bank-newsweeka/,nofollow,,,,yes,0.0,0,0,0,0,,2,,,money/spam anchor,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
phanerosart.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service thermalprowindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online,https://phanerosart.com/all/2900/11.html,dofollow,1,1,0,yes,0.0,2,2,0,0,,1,104.21.56.40,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
plrdownloadshub.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://plrdownloadshub.com/all/2066/26.html,dofollow,4,4,0,yes,0.0,2,2,0,0,,4,104.21.11.148,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
plumeriamarketing.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service northgeorgiawindows.net Rank First Page Google Fast SEO Link Building Buy Backlinks Onli,http://plumeriamarketing.com/all/973/16.html,dofollow,13,13,0,yes,0.0,2,2,0,0,,13,172.67.160.252,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
plurio.shop,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service northgeorgiawindows.net Rank First Page Google Fast SEO Link Building Buy Backlinks Onli,https://plurio.shop/all/615/32.html,dofollow,1,1,0,yes,0.0,2,2,0,0,,1,172.67.145.174,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
portailorange.net,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service thermalprowindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online,http://portailorange.net/all/662/7.html,dofollow,11,11,0,yes,0.0,2,2,0,0,,11,172.67.167.49,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
pravilassl.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,commercial/keyword,Window Replacement in Atlanta – Sample Psychrometric Chart,http://pravilassl.com/sample-psychrometric-chart/,dofollow,,,,yes,0.0,0,0,0,0,,1,,,"dofollow, money/spam anchor","one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
prosgrade.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,https://www.ngwindows.com/,https://prosgrade.com/windows/alpharetta/ng-windows,dofollow,2,2,0,yes,0.0,4,4,0,0,,2,172.67.150.187,,dofollow,one strong toxic signal | no organic traffic/kw (auth=4),
purahealthy.net,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,6,https://purahealthy.net/the-8-best-commercial-stair-climbers-of-2024-tested-by-our-experts/,dofollow,,,,yes,0.0,0,0,0,0,,1,209.59.158.108,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
quality-hd-wallpapers.us,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,.,http://www.quality-hd-wallpapers.us/the-bow-window.html,dofollow,,,,yes,0.0,0,0,0,0,,3,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
quotesblom.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service performingwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online,https://quotesblom.com/all/2235/33.html,dofollow,1,1,0,yes,0.0,2,2,0,0,,1,172.67.157.219,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
qwenterprise.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service thermalprowindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online,http://qwenterprise.com/all/662/7.html,dofollow,11,11,0,yes,0.0,2,2,0,0,,11,104.21.92.98,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
rchasg.site,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,commercial/keyword,Can refer to How tall is one door?,https://rchasg.site/archives/4579,dofollow,,,,yes,0.0,0,0,0,0,,2,220.132.97.163,,"dofollow, money/spam anchor","one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
rdxextremez.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service qualitypluswindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Onlin,http://rdxextremez.com/all/135/24.html,dofollow,10,10,0,yes,0.0,2,2,0,0,,10,172.67.167.172,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
realreviews.org,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,NG Windows,https://realreviews.org/business/ng-windows-atlanta,dofollow,1,1,0,yes,0.0,5,5,0,0,,1,104.21.75.168,,dofollow,one strong toxic signal | no organic traffic/kw (auth=5),
renovationsup.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,North Georgia Replacement Windows,https://www.renovationsup.com/128120/north-georgia-replacement-windows,nofollow,3,0,3,yes,0.0,16,16,0,0,,3,191.101.14.187,us,farm IP,one strong toxic signal | link-network IP 191.101.14.187 (+3 siblings),
reversemortgagequote.us,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,.,http://reversemortgagequote.us/pictures-of-bow-windows.html,dofollow,,,,yes,0.0,0,0,0,0,,5,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
rjcentinc.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://rjcentinc.com/all/2066/26.html,dofollow,1,1,0,yes,0.0,2,2,0,0,,1,172.67.187.61,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
robuta.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,Windows & Doors Alpharetta GA | NG Windows,https://robuta.com/?q=alpharetta,dofollow,6,6,0,yes,0.0,5,5,0,0,,6,162.159.140.164,us,dofollow,one strong toxic signal | no organic traffic/kw (auth=5),
royaldb.us.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,branded/URL,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngawindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://royaldb.us.com/all/2065/33.html,dofollow,6,6,0,yes,0.0,2,2,0,0,,6,104.21.87.48,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
ryanssearch.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,Our Website,https://ryanssearch.com/business/north-georgia-replacement-windows,dofollow,1,1,0,yes,0.0,5,5,0,0,,1,195.35.60.6,us,dofollow,one strong toxic signal | no organic traffic/kw (auth=5),
sapphirevpn.net,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service qualitypluswindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Onlin,http://sapphirevpn.net/all/135/24.html,dofollow,8,8,0,yes,0.0,2,2,0,0,,8,104.21.19.197,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
securedrate.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,branded/URL,North Georgia Replacement Windows - Official Site,http://replacement-window-cost.securedrate.com/replacement-window-cost-near-me-bremen-ga-30110.html,dofollow,,,,yes,0.0,0,0,0,0,,2,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
short-concepts.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,commercial/keyword,Crawl space doors Crawl space doors Download,http://short-concepts.com/tags-crawl-space-crawlspace/,nofollow,,,,yes,0.0,0,0,0,0,,2,,,money/spam anchor,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
